kind,family,name,path,criterion_1,criterion_2,criterion_3,criterion_4,criterion_5,criterion_6,criterion_7,total,rating,evidence,required_fixes
agent,research-news-publishing-editorial,literature-reviewer,AGENTS/openai/literature-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,localization-engineer,AGENTS/openai/localization-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,market-researcher,AGENTS/openai/market-researcher.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,misinformation-risk-analyst,AGENTS/openai/misinformation-risk-analyst.toml,4,2,4,4,4,4,4,26,Useful but Thin,"Full TOML read found a distinct, safety-bounded public-source workflow with implemented handoffs and exact output sections, but it neither references a repo-local Skill nor explicitly justifies the absence of one.","Reference a relevant $skill with a fallback, or state explicitly that no repo-local Skill fits and identify these instructions as the fallback workflow."
agent,data-analytics-ml,ml-engineer,AGENTS/openai/ml-engineer.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,data-analytics-ml,mlops-engineer,AGENTS/openai/mlops-engineer.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,news-fact-checker,AGENTS/openai/news-fact-checker.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,nonfiction-manuscript-editor,AGENTS/openai/nonfiction-manuscript-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,observability-incident-engineer,AGENTS/openai/observability-incident-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,osint-research-lead,AGENTS/openai/osint-research-lead.toml,4,2,4,4,4,4,4,26,Useful but Thin,"Full TOML read found a distinct, safety-bounded public-source workflow with implemented handoffs and exact output sections, but it neither references a repo-local Skill nor explicitly justifies the absence of one.","Reference a relevant $skill with a fallback, or state explicitly that no repo-local Skill fits and identify these instructions as the fallback workflow."
agent,research-news-publishing-editorial,peer-review-prep-editor,AGENTS/openai/peer-review-prep-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,performance-investigator,AGENTS/openai/performance-investigator.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,performance-optimizer,AGENTS/openai/performance-optimizer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,permissions-reviewer,AGENTS/openai/permissions-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,policy-analyst,AGENTS/openai/policy-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,privacy-compliance-reviewer,AGENTS/openai/privacy-compliance-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,procurement-compliance-specialist,AGENTS/openai/procurement-compliance-specialist.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,product-discovery-strategist,AGENTS/openai/product-discovery-strategist.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,production-editor,AGENTS/openai/production-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,prompt-evaluation-engineer,AGENTS/openai/prompt-evaluation-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,proposal-compliance-reviewer,AGENTS/openai/proposal-compliance-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,public-comment-drafter,AGENTS/openai/public-comment-drafter.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,public-records-researcher,AGENTS/openai/public-records-researcher.toml,4,2,4,4,4,4,4,26,Useful but Thin,"Full TOML read found a distinct, safety-bounded public-source workflow with implemented handoffs and exact output sections, but it neither references a repo-local Skill nor explicitly justifies the absence of one.","Reference a relevant $skill with a fallback, or state explicitly that no repo-local Skill fits and identify these instructions as the fallback workflow."
agent,software-engineering-core,rapid-prototype-scout,AGENTS/openai/rapid-prototype-scout.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,records-retention-advisor,AGENTS/openai/records-retention-advisor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,refactor-surgeon,AGENTS/openai/refactor-surgeon.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,regulatory-monitor,AGENTS/openai/regulatory-monitor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,data-analytics-ml,research-data-curator,AGENTS/openai/research-data-curator.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,research-methods-reviewer,AGENTS/openai/research-methods-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,rfp-response-analyst,AGENTS/openai/rfp-response-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,security-fix-engineer,AGENTS/openai/security-fix-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,security-threat-modeler,AGENTS/openai/security-threat-modeler.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,social-network-analyst,AGENTS/openai/social-network-analyst.toml,4,2,4,4,4,4,4,26,Useful but Thin,"Full TOML read found a distinct, safety-bounded public-source workflow with implemented handoffs and exact output sections, but it neither references a repo-local Skill nor explicitly justifies the absence of one.","Reference a relevant $skill with a fallback, or state explicitly that no repo-local Skill fits and identify these instructions as the fallback workflow."
agent,software-engineering-core,software-engineering-lead,AGENTS/openai/software-engineering-lead.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,source-verification-analyst,AGENTS/openai/source-verification-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,sow-reviewer,AGENTS/openai/sow-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,sponsored-projects-coordinator,AGENTS/openai/sponsored-projects-coordinator.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,stakeholder-map-analyst,AGENTS/openai/stakeholder-map-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,standards-ethics-editor,AGENTS/openai/standards-ethics-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,support-automation-engineer,AGENTS/openai/support-automation-engineer.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,support-triage-specialist,AGENTS/openai/support-triage-specialist.toml,4,3,4,4,4,4,4,27,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,systems-architect,AGENTS/openai/systems-architect.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,technical-planner,AGENTS/openai/technical-planner.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,test-automation-engineer,AGENTS/openai/test-automation-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,test-strategy-architect,AGENTS/openai/test-strategy-architect.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,triage-router,AGENTS/openai/triage-router.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,ux-flow-architect,AGENTS/openai/ux-flow-architect.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,vendor-risk-reviewer,AGENTS/openai/vendor-risk-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,vendor-scorecard-analyst,AGENTS/openai/vendor-scorecard-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
